Detection.accuracy,Detection.success,Localization.accuracy,Localization.is_subset,Localization.success,Mitigation.any_pvc_pending,Mitigation.cr_values,Mitigation.events_tail,Mitigation.fault_applied,Mitigation.pvc_pd,Mitigation.pvc_tikv,Mitigation.success,NOOP Detection.accuracy,NOOP Detection.success,TTD,TTL,TTM,problem_id
0.0,False,0.0,False,False,False,"{'pd.storageClassName': 'ThisIsAStorageClass', 'tikv.storageClassName': None}","oning    persistentvolumeclaim/pd-basic-pd-2       Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
16s         Normal    SuccessfulDelete        statefulset/basic-pd                      delete Pod basic-pd-2 in StatefulSet basic-pd successful
16s         Warning   FailedScheduling        pod/basic-pd-2                            running PreBind plugin ""VolumeBinding"": binding volumes: pod does not exist any more: pod ""basic-pd-2"" not found
11s         Normal    ProvisioningSucceeded   persistentvolumeclaim/pd-basic-pd-2       Successfully provisioned volume pvc-e64c0ce1-7252-492a-9355-bfd429500b8d
10s         Normal    ProvisioningSucceeded   persistentvolumeclaim/pd-basic-pd-1       Successfully provisioned volume pvc-6c3b9c18-28d5-4c69-8e59-7a4eb301ccd6
10s         Normal    Scheduled               pod/basic-pd-2                            Successfully assigned tidb-cluster/basic-pd-2 to node2.lilygn-268877.aiopslab-pg0.clemson.cloudlab.us
10s         Normal    Scheduled               pod/basic-pd-1                            Successfully assigned tidb-cluster/basic-pd-1 to node1.lilygn-268877.aiopslab-pg0.clemson.cloudlab.us
8s          Normal    Pulling                 pod/basic-pd-2                            Pulling image ""pingcap/pd:v3.0.8""
8s          Normal    Pulling                 pod/basic-pd-1                            Pulling image ""pingcap/pd:v8.1.0""
2s          Normal    Pulled                  pod/basic-pd-2                            Successfully pulled image ""pingcap/pd:v3.0.8"" in 6.164s (6.164s including waiting). Image size: 83635286 bytes.
1s          Normal    Created                 pod/basic-pd-2                            Created container: pd
0s          Normal    Started                 pod/basic-pd-2                            Started container pd
",True,"[{'name': 'pd-basic-pd-0', 'storageClassName': 'local-path', 'phase': 'Bound'}, {'name': 'pd-basic-pd-1', 'storageClassName': 'local-path', 'phase': 'Bound'}, {'name': 'pd-basic-pd-2', 'storageClassName': 'local-path', 'phase': 'Bound'}]","[{'name': 'tikv-basic-tikv-0', 'storageClassName': 'local-path', 'phase': 'Bound'}]",False,100.0,True,638.248517036438,644.3387489318848,647.3841741085052,operator_non_existent_storage
